latitude,longitude,altitude,geometry,No.,Name,Floor,X,Y,Z
-33.89783459375392,150.94196910555462,26.71,Point,8258,R2717,F 1,309702.013,6247263.823,26.71
-33.89786194383152,150.94198810632906,23.71,Point,8259,R2717,GF,309703.831,6247260.825,23.71
-33.89786194383152,150.94198810632906,26.71,Point,8259,R2717,F 1,309703.831,6247260.825,26.71
-33.897912384661375,150.9420572004693,23.71,Point,8260,R2717,GF,309710.333,6247255.359,23.71
-33.897912384661375,150.9420572004693,26.71,Point,8260,R2717,F 1,309710.333,6247255.359,26.71
-33.89784031608415,150.94214965387255,23.71,Point,8261,R2717,GF,309718.723,6247263.523,23.71
-33.89784031608415,150.94214965387255,26.71,Point,8261,R2717,F 1,309718.723,6247263.523,26.71
-33.89774381022149,150.94205316366128,23.71,Point,8262,R2717,GF,309709.585,6247274.047,23.71
-33.89774381022149,150.94205316366128,26.71,Point,8262,R2717,F 1,309709.585,6247274.047,26.71
-33.903060882427035,150.9419386305555,9.67,Point,8263,R2718,GF,309710.812,6246684.153,9.67
-33.903060882427035,150.9419386305555,12.67,Point,8263,R2718,F 1,309710.812,6246684.153,12.67
-33.90320959768755,150.94197156266915,9.67,Point,8264,R2718,GF,309714.188,6246667.721,9.67
-33.90320959768755,150.94197156266915,12.67,Point,8264,R2718,F 1,309714.188,6246667.721,12.67
-33.90323585872816,150.94200309138492,9.67,Point,8265,R2718,GF,309717.162,6246664.867,9.67
-33.90323585872816,150.94200309138492,12.67,Point,8265,R2718,F 1,309717.162,6246664.867,12.67
-33.90327965969733,150.94203960535486,9.67,Point,8266,R2718,GF,309720.636,6246660.077,9.67
-33.90327965969733,150.94203960535486,12.67,Point,8266,R2718,F 1,309720.636,6246660.077,12.67
-33.903308860314105,150.94205171769545,9.67,Point,8267,R2718,GF,309721.821,6246656.861,9.67
-33.903308860314105,150.94205171769545,12.67,Point,8267,R2718,F 1,309721.821,6246656.861,12.67
-33.9033631543295,150.94210912034526,9.67,Point,8268,R2718,GF,309727.25,6246650.946,9.67
-33.9033631543295,150.94210912034526,12.67,Point,8268,R2718,F 1,309727.25,6246650.946,12.67
-33.90332531422322,150.94218433106548,9.67,Point,8269,R2718,GF,309734.121,6246655.282,9.67
-33.90332531422322,150.94218433106548,12.67,Point,8269,R2718,F 1,309734.121,6246655.282,12.67
-33.903261130727216,150.942218228465,9.67,Point,8270,R2718,GF,309737.113,6246662.463,9.67
-33.903261130727216,150.942218228465,12.67,Point,8270,R2718,F 1,309737.113,6246662.463,12.67
-33.90324193817405,150.94224546454888,9.67,Point,8271,R2718,GF,309739.589,6246664.642,9.67
-33.90324193817405,150.94224546454888,12.67,Point,8271,R2718,F 1,309739.589,6246664.642,12.67
-33.90318032782135,150.94230222509196,9.67,Point,8272,R2718,GF,309744.701,6246671.58,9.67
-33.90318032782135,150.94230222509196,12.67,Point,8272,R2718,F 1,309744.701,6246671.58,12.67
-33.903137094817254,150.9423622854091,9.67,Point,8273,R2718,GF,309750.159,6246676.486,9.67
-33.903137094817254,150.9423622854091,12.67,Point,8273,R2718,F 1,309750.159,6246676.486,12.67
-33.90309516793685,150.94244277379968,9.67,Point,8274,R2718,GF,309757.509,6246681.285,9.67
-33.90309516793685,150.94244277379968,12.67,Point,8274,R2718,F 1,309757.509,6246681.285,12.67
-33.90303321400174,150.9423775314401,9.67,Point,8275,R2718,GF,309751.338,6246688.035,9.67
-33.90303321400174,150.9423775314401,12.67,Point,8275,R2718,F 1,309751.338,6246688.035,12.67
-33.90299653642977,150.94233454180548,9.67,Point,8276,R2718,GF,309747.281,6246692.023,9.67
-33.90299653642977,150.94233454180548,12.67,Point,8276,R2718,F 1,309747.281,6246692.023,12.67
-33.902945566161094,150.9422958102835,9.67,Point,8277,R2718,GF,309743.586,6246697.604,9.67
-33.902945566161094,150.9422958102835,12.67,Point,8277,R2718,F 1,309743.586,6246697.604,12.67
-33.90293637764997,150.94227312774888,9.67,Point,8278,R2718,GF,309741.468,6246698.581,9.67
-33.90293637764997,150.94227312774888,12.67,Point,8278,R2718,F 1,309741.468,6246698.581,12.67
-33.90289444169071,150.9421674587614,9.67,Point,8279,R2718,GF,309731.603,6246703.036,9.67
-33.90289444169071,150.9421674587614,12.67,Point,8279,R2718,F 1,309731.603,6246703.036,12.67
-33.90291165908233,150.9420500949871,9.67,Point,8280,R2718,GF,309720.788,6246700.909,9.67
-33.90291165908233,150.9420500949871,12.67,Point,8280,R2718,F 1,309720.788,6246700.909,12.67
-33.902923891281766,150.94201480788598,9.67,Point,8281,R2718,GF,309717.552,6246699.487,9.67
-33.902923891281766,150.94201480788598,12.67,Point,8281,R2718,F 1,309717.552,6246699.487,12.67
-33.89741426391047,150.94194265976253,23.68,Point,8282,R2719,GF,309698.633,6247310.39,23.68
-33.89741426391047,150.94194265976253,26.68,Point,8282,R2719,F 1,309698.633,6247310.39,26.68
-33.897495945395704,150.94200187654977,23.68,Point,8283,R2719,GF,309704.291,6247301.441,23.68
-33.897495945395704,150.94200187654977,26.68,Point,8283,R2719,F 1,309704.291,6247301.441,26.68
-33.89742782176419,150.94208381100648,23.68,Point,8284,R2719,GF,309711.717,6247309.148,23.68
-33.89742782176419,150.94208381100648,26.68,Point,8284,R2719,F 1,309711.717,6247309.148,26.68
-33.897345680099484,150.94202457280397,23.68,Point,8285,R2719,GF,309706.056,6247318.148,23.68
-33.897345680099484,150.94202457280397,26.68,Point,8285,R2719,F 1,309706.056,6247318.148,26.68
-33.89832341424583,150.94194259723662,22.26,Point,8286,R2720,GF,309700.648,6247209.562,22.26
-33.89837465015965,150.94198804596533,22.26,Point,8287,R2720,GF,309704.965,6247203.964,22.26
-33.898332523349396,150.94205062823667,22.26,Point,8288,R2720,GF,309710.659,6247208.752,22.26
-33.89828131556261,150.94200470303872,22.26,Point,8289,R2720,GF,309706.298,6247214.346,22.26
-33.89296618188345,150.9421987857768,14.87,Point,8290,R2721,GF,309712.435,6247804.172,14.87
-33.89290052282649,150.9420925852258,14.87,Point,8291,R2721,GF,309702.467,6247811.257,14.87
-33.89293076787684,150.94196377461358,14.87,Point,8292,R2721,GF,309690.621,6247807.664,14.87
-33.89299642722295,150.94206998590423,14.87,Point,8293,R2721,GF,309700.59,6247800.579,14.87
-33.90059097448871,150.94199182678952,20.42,Point,8294,R2723,GF,309710.241,6246958.173,20.42
-33.90059097448871,150.94199182678952,23.42,Point,8294,R2723,F 1,309710.241,6246958.173,23.42
-33.900669237915984,150.9420795994849,20.42,Point,8295,R2723,GF,309718.532,6246949.656,20.42
-33.900669237915984,150.9420795994849,23.42,Point,8295,R2723,F 1,309718.532,6246949.656,23.42
-33.90061745551158,150.94218651251785,20.42,Point,8296,R2723,GF,309728.304,6246955.597,20.42
-33.90061745551158,150.94218651251785,23.42,Point,8296,R2723,F 1,309728.304,6246955.597,23.42
-33.90053919685494,150.94209902080613,20.42,Point,8297,R2723,GF,309720.039,6246964.114,20.42
-33.90053919685494,150.94209902080613,23.42,Point,8297,R2723,F 1,309720.039,6246964.114,23.42
-33.896167762543605,150.94219882143608,24.28,Point,8298,R2724,GF,309719.553,6247449.106,24.28
-33.896121388825904,150.94242924326505,24.28,Point,8299,R2724,GF,309740.76,6247454.676,24.28
-33.89601789461463,150.9422264163334,24.28,Point,8300,R2724,GF,309721.772,6247465.778,24.28
-33.896063802703274,150.9419962113209,24.28,Point,8301,R2724,GF,309700.584,6247460.26,24.28
-33.900751683663444,150.94199409513533,20.32,Point,8302,R2725,GF,309710.808,6246940.354,20.32
-33.900751683663444,150.94199409513533,23.32,Point,8302,R2725,F 1,309710.808,6246940.354,23.32
-33.900834052933526,150.9420599370183,20.32,Point,8303,R2725,GF,309717.08,6246931.341,20.32
-33.900834052933526,150.9420599370183,23.32,Point,8303,R2725,F 1,309717.08,6246931.341,23.32
-33.90079672323907,150.9421446490088,20.32,Point,8304,R2725,GF,309724.831,6246935.638,20.32
-33.90079672323907,150.9421446490088,23.32,Point,8304,R2725,F 1,309724.831,6246935.638,23.32
-33.90074724960132,150.94211939931225,20.32,Point,8305,R2725,GF,309722.386,6246941.078,20.32
-33.90074724960132,150.94211939931225,23.32,Point,8305,R2725,F 1,309722.386,6246941.078,23.32
-33.90072772467481,150.94211163959181,20.32,Point,8306,R2725,GF,309721.625,6246943.229,20.32
-33.90072772467481,150.94211163959181,23.32,Point,8306,R2725,F 1,309721.625,6246943.229,23.32
-33.900684886064134,150.94206148940688,20.32,Point,8307,R2725,GF,309716.892,6246947.887,20.32
-33.900684886064134,150.94206148940688,23.32,Point,8307,R2725,F 1,309716.892,6246947.887,23.32
-33.90022406129093,150.94200318704662,20.03,Point,8308,R2726,GF,309710.476,6246998.886,20.03
-33.90026737371099,150.94202935237226,20.03,Point,8309,R2726,GF,309712.992,6246994.131,20.03
-33.90023361572536,150.94207096249127,20.03,Point,8310,R2726,GF,309716.765,6246997.952,20.03
-33.900190502146536,150.94204482481447,20.03,Point,8311,R2726,GF,309714.252,6247002.685,20.03
-33.89180173360987,150.9420119771921,12.78,Point,8312,R2727,GF,309692.57,6247932.967,12.78
-33.89186836494958,150.94208031001205,12.78,Point,8313,R2727,GF,309699.038,6247925.704,12.78
-33.891818283631984,150.94216493003478,12.78,Point,8314,R2727,GF,309706.753,6247931.415,12.78
-33.89175200403488,150.9420965995464,12.78,Point,8315,R2727,GF,309700.286,6247938.639,12.78
-33.90000526683201,150.94201124655314,20.23,Point,8316,R2728,GF,309710.735,6247023.166,20.23
-33.900096021956436,150.94213321296093,20.23,Point,8317,R2728,GF,309722.216,6247013.327,20.23
-33.900046719821525,150.94228603302813,20.23,Point,8318,R2728,GF,309736.239,6247019.078,20.23
-33.89995616961993,150.9421639102099,20.23,Point,8319,R2728,GF,309724.744,6247028.894,20.23
-33.89102158135505,150.94202089405206,11.99,Point,8320,R2729,GF,309691.661,6248019.505,11.99
-33.89115372542679,150.9421105849071,11.99,Point,8321,R2729,GF,309700.25,6248005.016,11.99
-33.89105535583727,150.94224089968571,11.99,Point,8322,R2729,GF,309712.084,6248016.167,11.99
-33.89092273723925,150.94215194453722,11.99,Point,8323,R2729,GF,309703.562,6248030.71,11.99
-33.887796962718916,150.94225736419978,12.37,Point,8324,R2730,GF,309706.367,6248377.564,12.37
-33.887796962718916,150.94225736419978,15.37,Point,8324,R2730,F 1,309706.367,6248377.564,15.37
-33.887796962718916,150.94225736419978,18.37,Point,8324,R2730,F 2,309706.367,6248377.564,18.37
-33.88779535990656,150.94202436586772,12.37,Point,8325,R2730,GF,309684.813,6248377.31,12.37
-33.88779535990656,150.94202436586772,15.37,Point,8325,R2730,F 1,309684.813,6248377.31,15.37
-33.88779535990656,150.94202436586772,18.37,Point,8325,R2730,F 2,309684.813,6248377.31,18.37
-33.88789609645398,150.9422251207173,12.37,Point,8326,R2730,GF,309703.605,6248366.51,12.37
-33.88789609645398,150.9422251207173,15.37,Point,8326,R2730,F 1,309703.605,6248366.51,15.37
-33.88789609645398,150.9422251207173,18.37,Point,8326,R2730,F 2,309703.605,6248366.51,18.37
-33.88789600387806,150.9424586682142,12.37,Point,8327,R2730,GF,309725.206,6248366.953,12.37
-33.88789600387806,150.9424586682142,15.37,Point,8327,R2730,F 1,309725.206,6248366.953,15.37
-33.88789600387806,150.9424586682142,18.37,Point,8327,R2730,F 2,309725.206,6248366.953,18.37
-33.89923011741119,150.94202595206517,21.41,Point,8328,R2731,GF,309710.372,6247109.16,21.41
-33.89926777913155,150.942095992401,21.41,Point,8329,R2731,GF,309716.933,6247105.113,21.41
-33.899247395071036,150.94217333182684,21.41,Point,8330,R2731,GF,309724.04,6247107.517,21.41
-33.89921146467567,150.9421038337752,21.41,Point,8331,R2731,GF,309717.533,6247111.373,21.41
-33.892566259777,150.94203436945432,14.03,Point,8332,R2732,GF,309696.34,6247848.22,14.03
-33.89264051038786,150.94215504633834,14.03,Point,8333,R2732,GF,309707.666,6247840.209,14.03
-33.89258750729307,150.94229901073683,14.03,Point,8334,R2732,GF,309720.863,6247846.354,14.03
-33.892510457166495,150.94225685556907,14.03,Point,8335,R2732,GF,309716.793,6247854.821,14.03
-33.8925294375182,150.94219964544226,14.03,Point,8336,R2732,GF,309711.544,6247852.61,14.03
-33.89252493842101,150.94213383054867,14.03,Point,8337,R2732,GF,309705.447,6247852.987,14.03
-33.89166180983308,150.9420545985681,12.59,Point,8338,R2733,GF,309696.201,6247948.564,12.59
-33.891750849440434,150.94210250916115,12.59,Point,8339,R2733,GF,309700.83,6247938.778,12.59
-33.891678022285994,150.94217601992477,12.59,Point,8340,R2733,GF,309707.467,6247946.991,12.59
-33.891589294950954,150.94212898839248,12.59,Point,8341,R2733,GF,309702.92,6247956.744,12.59
-33.899851817790775,150.94208083095336,19.97,Point,8342,R2734,GF,309716.829,6247040.313,19.97
-33.899851817790775,150.94208083095336,22.97,Point,8342,R2734,F 1,309716.829,6247040.313,22.97
-33.899851817790775,150.94208083095336,25.97,Point,8342,R2734,F 2,309716.829,6247040.313,25.97
-33.89994908022314,150.94217619149416,19.97,Point,8343,R2734,GF,309725.864,6247029.703,19.97
-33.89994908022314,150.94217619149416,22.97,Point,8343,R2734,F 1,309725.864,6247029.703,22.97
-33.89994908022314,150.94217619149416,25.97,Point,8343,R2734,F 2,309725.864,6247029.703,25.97
-33.8998825100035,150.9423041447654,19.97,Point,8344,R2734,GF,309737.549,6247037.323,19.97
-33.8998825100035,150.9423041447654,22.97,Point,8344,R2734,F 1,309737.549,6247037.323,22.97
-33.8998825100035,150.9423041447654,25.97,Point,8344,R2734,F 2,309737.549,6247037.323,25.97
-33.899785169058184,150.94220839675498,19.97,Point,8345,R2734,GF,309728.478,6247047.941,19.97
-33.899785169058184,150.94220839675498,22.97,Point,8345,R2734,F 1,309728.478,6247047.941,22.97
-33.899785169058184,150.94220839675498,25.97,Point,8345,R2734,F 2,309728.478,6247047.941,25.97
-33.8997281323869,150.94209748245473,19.59,Point,8346,R2735,GF,309718.094,6247054.061,19.59
-33.89978841635228,150.9422192617561,19.59,Point,8347,R2735,GF,309729.49,6247047.601,19.59
-33.899745655887514,150.94235508773974,19.59,Point,8348,R2735,GF,309741.956,6247052.595,19.59
-33.89968443627302,150.94231436553494,19.59,Point,8349,R2735,GF,309738.054,6247059.309,19.59
-33.89969365044276,150.94219289488615,19.59,Point,8350,R2735,GF,309726.841,6247058.062,19.59
-33.899010870763824,150.94210083682168,21.7,Point,8351,R2736,GF,309716.81,6247133.614,21.7
-33.89904753375419,150.94215967692838,21.7,Point,8352,R2736,GF,309722.333,6247129.657,21.7
-33.899024088056976,150.94222701182483,21.7,Point,8353,R2736,GF,309728.508,6247132.382,21.7
-33.89898828711731,150.9421679563492,21.7,Point,8354,R2736,GF,309722.967,6247136.243,21.7
-33.89237877346729,150.94211160908853,13.79,Point,8355,R2737,GF,309703.067,6247869.156,13.79
-33.89246590413602,150.94220338845525,13.79,Point,8356,R2737,GF,309711.749,6247859.663,13.79
-33.89240253066026,150.9423219331508,13.79,Point,8357,R2737,GF,309722.572,6247866.911,13.79
-33.89231540602032,150.94222996977066,13.79,Point,8358,R2737,GF,309713.873,6247876.403,13.79
-33.89743156440824,150.94211028856742,24.47,Point,8359,R2738,GF,309714.174,6247308.782,24.47
-33.89743156440824,150.94211028856742,27.47,Point,8359,R2738,F 1,309714.174,6247308.782,27.47
-33.897513245819006,150.94216950553002,24.47,Point,8360,R2738,GF,309719.832,6247299.833,24.47
-33.897513245819006,150.94216950553002,27.47,Point,8360,R2738,F 1,309719.832,6247299.833,27.47
-33.89744512189113,150.9422514290679,24.47,Point,8361,R2738,GF,309727.257,6247307.54,24.47
-33.89744512189113,150.9422514290679,27.47,Point,8361,R2738,F 1,309727.257,6247307.54,27.47
-33.8973629804815,150.94219220149782,24.47,Point,8362,R2738,GF,309721.597,6247316.54,24.47
-33.8973629804815,150.94219220149782,27.47,Point,8362,R2738,F 1,309721.597,6247316.54,27.47
-33.89222000225666,150.9421195650457,13.5,Point,8363,R2739,GF,309703.45,6247886.779,13.5
-33.89231554340338,150.94222470086083,13.5,Point,8364,R2739,GF,309713.386,6247876.378,13.5
-33.89225057036995,150.9423543663948,13.5,Point,8365,R2739,GF,309725.234,6247883.824,13.5
-33.892155276480594,150.9422494516257,13.5,Point,8366,R2739,GF,309715.319,6247894.198,13.5
-33.90414489956105,150.94220585308608,6.17,Point,8367,R2740,GF,309737.933,6246564.427,6.17
-33.90419984608163,150.9421167023173,6.17,Point,8368,R2740,GF,309729.811,6246558.168,6.17
-33.90427417301925,150.94218258871982,6.17,Point,8369,R2740,GF,309736.069,6246550.047,6.17
-33.90421923546611,150.94227173931216,6.17,Point,8370,R2740,GF,309744.191,6246556.305,6.17
-33.90022733731535,150.94212907288934,20.57,Point,8371,R2742,GF,309722.125,6246998.756,20.57
-33.9002898409429,150.94218349728834,20.57,Point,8372,R2742,GF,309727.297,6246991.925,20.57
-33.90023885387033,150.94225059756621,20.57,Point,8373,R2742,GF,309733.389,6246997.704,20.57
-33.900176732078464,150.94219635861091,20.57,Point,8374,R2742,GF,309728.235,6247004.493,20.57
-33.89815761081281,150.94213728168748,23.45,Point,8375,R2743,GF,309718.284,6247228.311,23.45
-33.89820240238917,150.94219422824543,23.45,Point,8376,R2743,GF,309723.65,6247223.449,23.45
-33.89817366798553,150.94226559306895,23.45,Point,8377,R2743,GF,309730.186,6247226.768,23.45
-33.89812841405703,150.94220849540585,23.45,Point,8378,R2743,GF,309724.805,6247231.681,23.45
-33.899623008353956,150.94214732785633,19.72,Point,8379,R2744,GF,309722.47,6247065.812,19.72
-33.89966146762496,150.94222085289152,19.72,Point,8380,R2744,GF,309729.355,6247061.683,19.72
-33.899641742871516,150.94230257780578,19.72,Point,8381,R2744,GF,309736.869,6247064.022,19.72
-33.89960365714676,150.94222874100024,19.72,Point,8382,R2744,GF,309729.956,6247068.109,19.72
-33.89933058776414,150.94215032236622,21.34,Point,8383,R2745,GF,309722.097,6247098.248,21.34
-33.899412273851894,150.94225784319917,21.34,Point,8384,R2745,GF,309732.222,6247089.388,21.34
-33.89936469518575,150.94238754510647,21.34,Point,8385,R2745,GF,309744.111,6247094.905,21.34
-33.899282992626816,150.94228011110522,21.34,Point,8386,R2745,GF,309733.994,6247103.767,21.34
-33.894802782979106,150.94216652830173,20.44,Point,8387,R2746,GF,309713.533,6247600.427,20.44
-33.894802782979106,150.94216652830173,23.44,Point,8387,R2746,F 1,309713.533,6247600.427,23.44
-33.89484958875119,150.94229275511003,20.44,Point,8388,R2746,GF,309725.311,6247595.47,20.44
-33.89484958875119,150.94229275511003,23.44,Point,8388,R2746,F 1,309725.311,6247595.47,23.44
-33.89477776380825,150.94239980690776,20.44,Point,8389,R2746,GF,309735.052,6247603.634,20.44
-33.89477776380825,150.94239980690776,23.44,Point,8389,R2746,F 1,309735.052,6247603.634,23.44
-33.894731586381724,150.9422739434865,20.44,Point,8390,R2746,GF,309723.309,6247608.522,20.44
-33.894731586381724,150.9422739434865,23.44,Point,8390,R2746,F 1,309723.309,6247608.522,23.44
-33.89947830404037,150.94217419464442,20.59,Point,8391,R2747,GF,309724.633,6247081.91,20.59
-33.89947830404037,150.94217419464442,23.59,Point,8391,R2747,F 1,309724.633,6247081.91,23.59
-33.899557640921174,150.94225498770294,20.59,Point,8392,R2747,GF,309732.281,6247073.261,20.59
-33.899557640921174,150.94225498770294,23.59,Point,8392,R2747,F 1,309732.281,6247073.261,23.59
-33.89950644427126,150.9423597332955,20.59,Point,8393,R2747,GF,309741.854,6247079.133,20.59
-33.89950644427126,150.9423597332955,23.59,Point,8393,R2747,F 1,309741.854,6247079.133,23.59
-33.89942686104672,150.94227930294053,20.59,Point,8394,R2747,GF,309734.239,6247087.81,20.59
-33.89942686104672,150.94227930294053,23.59,Point,8394,R2747,F 1,309734.239,6247087.81,23.59
-33.892111299265025,150.94217971998688,13.31,Point,8395,R2748,GF,309708.772,6247898.946,13.31
-33.89216717196423,150.94227279075008,13.31,Point,8396,R2748,GF,309717.504,6247892.922,13.31
-33.892137192137035,150.94238511575557,13.31,Point,8397,R2748,GF,309727.826,6247896.455,13.31
-33.89208236883363,150.94229170617936,13.31,Point,8398,R2748,GF,309719.065,6247902.362,13.31
-33.897785934672,150.942187379044,24.37,Point,8399,R2749,GF,309722.091,6247269.624,24.37
-33.89783481277488,150.94224282149472,24.37,Point,8400,R2749,GF,309727.327,6247264.306,24.37
-33.897800037947505,150.94231208202942,24.37,Point,8401,R2749,GF,309733.655,6247268.291,24.37
-33.89775156854096,150.9422568135599,24.37,Point,8402,R2749,GF,309728.436,6247273.564,24.37
-33.89198971308662,150.94219304267548,13.18,Point,8403,R2750,GF,309709.734,6247912.455,13.18
-33.89208049999459,150.94228455008013,13.18,Point,8404,R2750,GF,309718.399,6247902.556,13.18
-33.89201420833685,150.9424049158665,13.18,Point,8405,R2750,GF,309729.384,6247910.131,13.18
-33.8919241138941,150.94231275383729,13.18,Point,8406,R2750,GF,309720.66,6247919.952,13.18
-33.89524095976704,150.94220013675437,22.21,Point,8407,R2751,GF,309717.615,6247551.894,22.21
-33.89527011933688,150.94251739471363,22.21,Point,8408,R2751,GF,309747.021,6247549.248,22.21
-33.89516363915334,150.94280722473496,22.21,Point,8409,R2751,GF,309773.589,6247561.594,22.21
-33.89512378040661,150.94262345812567,22.21,Point,8410,R2751,GF,309756.505,6247565.674,22.21
-33.8951569286466,150.94233054590572,22.21,Point,8411,R2751,GF,309729.489,6247561.455,22.21
-33.90206827988927,150.94220024921924,13.87,Point,8412,R2752,GF,309732.799,6246794.721,13.87
-33.90213174096234,150.94226178872194,13.87,Point,8413,R2752,GF,309738.631,6246787.797,13.87
-33.90207148269794,150.942349821271,13.87,Point,8414,R2752,GF,309746.638,6246794.643,13.87
-33.901995607643364,150.94231754963613,13.87,Point,8415,R2752,GF,309743.485,6246802.998,13.87
-33.90201536236066,150.94226567798017,13.87,Point,8416,R2752,GF,309738.732,6246800.711,13.87
-33.90201971588184,150.94224831489495,13.87,Point,8417,R2752,GF,309737.136,6246800.196,13.87
-33.89446122321955,150.94222743620227,19.41,Point,8418,R2753,GF,309718.407,6247638.42,19.41
-33.89446122321955,150.94222743620227,22.41,Point,8418,R2753,F 1,309718.407,6247638.42,22.41
-33.89446122321955,150.94222743620227,25.41,Point,8418,R2753,F 2,309718.407,6247638.42,25.41
-33.89462158916894,150.94233003328037,19.41,Point,8419,R2753,GF,309728.252,6247620.825,19.41
-33.89462158916894,150.94233003328037,22.41,Point,8419,R2753,F 1,309728.252,6247620.825,22.41
-33.89462158916894,150.94233003328037,25.41,Point,8419,R2753,F 2,309728.252,6247620.825,25.41
-33.89454927585777,150.94248071460225,19.41,Point,8420,R2753,GF,309742.027,6247629.124,19.41
-33.89454927585777,150.94248071460225,22.41,Point,8420,R2753,F 1,309742.027,6247629.124,22.41
-33.89454927585777,150.94248071460225,25.41,Point,8420,R2753,F 2,309742.027,6247629.124,25.41
-33.89448543631386,150.94256327807474,19.41,Point,8421,R2753,GF,309749.521,6247636.357,19.41
-33.89448543631386,150.94256327807474,22.41,Point,8421,R2753,F 1,309749.521,6247636.357,22.41
-33.89448543631386,150.94256327807474,25.41,Point,8421,R2753,F 2,309749.521,6247636.357,25.41
-33.89443522931926,150.94266144090028,19.41,Point,8422,R2753,GF,309758.488,6247642.107,19.41
-33.89443522931926,150.94266144090028,22.41,Point,8422,R2753,F 1,309758.488,6247642.107,22.41
-33.89443522931926,150.94266144090028,25.41,Point,8422,R2753,F 2,309758.488,6247642.107,25.41
-33.894347277117014,150.9424638018424,19.41,Point,8423,R2753,GF,309740.014,6247651.495,19.41
-33.894347277117014,150.9424638018424,22.41,Point,8423,R2753,F 1,309740.014,6247651.495,22.41
-33.894347277117014,150.9424638018424,25.41,Point,8423,R2753,F 2,309740.014,6247651.495,25.41
-33.898999025649886,150.94222673825723,22.61,Point,8424,R2754,GF,309728.427,6247135.161,22.61
-33.89906133909692,150.94234964651088,22.61,Point,8425,R2754,GF,309739.932,6247128.478,22.61
-33.89903595364153,150.94248599450216,22.61,Point,8426,R2754,GF,309752.485,6247131.546,22.61
-33.898986567038335,150.9424632516384,22.61,Point,8427,R2754,GF,309750.272,6247136.981,22.61
-33.89896356340063,150.94245613785338,22.61,Point,8428,R2754,GF,309749.563,6247139.519,22.61
-33.89891747605184,150.94238369408853,22.61,Point,8429,R2754,GF,309742.761,6247144.496,22.61
-33.898944532532894,150.94229932829882,22.61,Point,8430,R2754,GF,309735.019,6247141.339,22.61
-33.89896011020316,150.94227429990127,22.61,Point,8431,R2754,GF,309732.739,6247139.565,22.61
-33.891839693342654,150.94223638216732,12.92,Point,8432,R2756,GF,309713.409,6247929.173,12.92
-33.891932138590036,150.94232568716822,12.92,Point,8433,R2756,GF,309721.874,6247919.086,12.92
-33.891862994723525,150.9424458833572,12.92,Point,8434,R2756,GF,309732.837,6247926.977,12.92
-33.89177047906384,150.9423561366805,12.92,Point,8435,R2756,GF,309724.331,6247937.071,12.92
-33.8916425110504,150.94226866915065,12.6,Point,8436,R2757,GF,309715.957,6247951.101,12.6
-33.89169124580177,150.94232740903826,12.6,Point,8437,R2757,GF,309721.498,6247945.805,12.6
-33.89171295944472,150.94236470868125,12.6,Point,8438,R2757,GF,309724.996,6247943.466,12.6
-33.89175431076503,150.94241381931684,12.6,Point,8439,R2757,GF,309729.63,6247938.971,12.6
-33.8916874913978,150.94247831944955,12.6,Point,8440,R2757,GF,309735.447,6247946.501,12.6
-33.89160634809717,150.94238060138647,12.6,Point,8441,R2757,GF,309726.229,6247955.319,12.6
-33.89909390781584,150.94226923548666,22.23,Point,8442,R2758,GF,309732.568,6247124.717,22.23
-33.899131696941126,150.9423199279471,22.23,Point,8443,R2758,GF,309737.34,6247120.62,22.23
-33.899102943221855,150.9423804267235,22.23,Point,8444,R2758,GF,309742.871,6247123.921,22.23
-33.89906515412095,150.9423297342514,22.23,Point,8445,R2758,GF,309738.099,6247128.018,22.23
-33.897526941137215,150.94235613314683,25.18,Point,8446,R2760,GF,309737.122,6247298.66,25.18
-33.897526941137215,150.94235613314683,28.18,Point,8446,R2760,F 1,309737.122,6247298.66,28.18
-33.897392633332004,150.9423727577245,25.18,Point,8448,R2760,GF,309738.361,6247313.586,25.18
-33.897392633332004,150.9423727577245,28.18,Point,8448,R2760,F 1,309738.361,6247313.586,28.18
-33.89745215782183,150.94227425921864,25.18,Point,8449,R2760,GF,309729.384,6247306.802,25.18
-33.89745215782183,150.94227425921864,28.18,Point,8449,R2760,F 1,309729.384,6247306.802,28.18
-33.89412086108606,150.94227691832285,18.03,Point,8450,R2761,GF,309722.227,6247676.259,18.03
-33.89417834466438,150.9423412019288,18.03,Point,8451,R2761,GF,309728.3,6247670.003,18.03
-33.894130025653574,150.94241149841875,18.03,Point,8452,R2761,GF,309734.694,6247675.492,18.03
-33.89407289416934,150.94234723877727,18.03,Point,8453,R2761,GF,309728.624,6247681.709,18.03
-33.90345089753373,150.9427253629331,9.29,Point,8454,R2762,GF,309784.432,6246642.357,9.29
-33.90320064179784,150.94305609089488,9.29,Point,8455,R2762,GF,309814.46,6246670.724,9.29
-33.90292625062143,150.9430987686704,9.29,Point,8456,R2762,GF,309817.797,6246701.234,9.29
-33.90287835869723,150.9431417465934,9.29,Point,8457,R2762,GF,309821.665,6246706.625,9.29
-33.90277067916453,150.9430963857878,9.29,Point,8458,R2762,GF,309817.231,6246718.483,9.29
-33.902697286364685,150.9430712771372,9.29,Point,8459,R2762,GF,309814.746,6246726.576,9.29
-33.902598015287666,150.94303969652202,9.29,Point,8460,R2762,GF,309811.605,6246737.527,9.29
-33.90263409190679,150.94281139716077,9.29,Point,8461,R2762,GF,309790.573,6246733.103,9.29
